,Player,Avg Runs (Last 4 Years),Avg SR (Last 4 Years),Avg Runs (Last 4 Matches),Avg SR (Last 4 Matches),Role,Team,Avg Wicket (Last 4 Years),Avg Econ (Last 4 Years),Avg Wickets (Last 4 Matches),Avg Econ (Last 4 Matches),Avg Catches (Last 4 Years),Bowling Type,Total_Matches,rvb_Aaron Hardie,rvb_Abrar Ahmed,rvb_Adam Zampa,rvb_Adil Rashid,rvb_Agha Salman,rvb_Aiden Markram,rvb_Arshdeep Singh,rvb_Axar Patel,rvb_Azmatullah Omarzai,rvb_B Sami,rvb_Ben Dwarshuis,rvb_Brydon Carse,rvb_C Connolly,rvb_Corbin Bosch,rvb_Daryl Mitchell,rvb_F Zaman,rvb_Faheem Ashraf,rvb_Farid Malik,rvb_Fazalhaq Farooqi,rvb_Glenn Maxwell,rvb_Glenn Phillips,rvb_Gulbadin Naib,rvb_Gus Atkinson,rvb_Hardik Pandya,rvb_Haris Rauf,rvb_Harry Brook,rvb_Heinrich Klaasen,rvb_Ibrahim Zadran,rvb_Jacob Duffy,rvb_Jamie Overton,rvb_Joe Root,rvb_Jofra Archer,rvb_Kagiso Rabada,rvb_Kamran Ghulam,rvb_Kane Williamson,rvb_Keshav Maharaj,rvb_Khushdil Shah,rvb_Kuldeep Yadav,rvb_Kyle Jamieson,rvb_Liam Livingstone,rvb_Lungi Ngidi,rvb_MR Hossain,rvb_Marco Jansen,rvb_Mark Chapman,rvb_Mark Wood,rvb_Marnus Labuschagne,rvb_Matt Henry,rvb_Matthew Short,rvb_Mehidy Hasan Miraz,rvb_Michael Bracewell,rvb_Mitchell Santner,rvb_Mohammad Hasnain,rvb_Mohammad Mahmudullah,rvb_Mohammad Nabi,rvb_Mohammed Shami,rvb_Mushfiqur Rahim,rvb_Mustafizur Rahman,rvb_Nahid Rana,rvb_Najmul Hossain Shanto,rvb_Nangeyalia Kharote,rvb_Naseem Shah,rvb_Nasum Ahmed,rvb_Nathan Ellis,rvb_Nathan Smith,rvb_Naveed Zadran,rvb_Noor Ahmad,rvb_Rachin Ravindra,rvb_Rahmanullah Gurbaz,rvb_Rahmat Shah,rvb_Rashid Khan,rvb_Rassie van der Dussen,rvb_Ravindra Jadeja,rvb_Saqib Mahmood,rvb_Sean Abbott,rvb_Shaheen Shah Afridi,rvb_Shreyas Iyer,rvb_Soumya Sarkar,rvb_Spencer Johnson,rvb_Steven Smith,rvb_Tabraiz Shamsi,rvb_Tanveer Sangha,rvb_Tanzim Sakib,rvb_Taskin Ahmed,rvb_Tawhid Hridoy,rvb_Temba Bavuma,rvb_Travis Head,rvb_Varun Chakravarthy,rvb_Virat Kohli,rvb_Washington Sundar,rvb_Wiaan Mulder,rvb_William O'Rourke,wvi_Aaron Hardie,wvi_Abrar Ahmed,wvi_Adam Zampa,wvi_Adil Rashid,wvi_Agha Salman,wvi_Aiden Markram,wvi_Arshdeep Singh,wvi_Axar Patel,wvi_Azmatullah Omarzai,wvi_B Sami,wvi_Ben Dwarshuis,wvi_Brydon Carse,wvi_C Connolly,wvi_Corbin Bosch,wvi_Daryl Mitchell,wvi_F Zaman,wvi_Faheem Ashraf,wvi_Farid Malik,wvi_Fazalhaq Farooqi,wvi_Glenn Maxwell,wvi_Glenn Phillips,wvi_Gulbadin Naib,wvi_Gus Atkinson,wvi_Hardik Pandya,wvi_Haris Rauf,wvi_Harry Brook,wvi_Heinrich Klaasen,wvi_Ibrahim Zadran,wvi_Jacob Duffy,wvi_Jamie Overton,wvi_Joe Root,wvi_Jofra Archer,wvi_Kagiso Rabada,wvi_Kamran Ghulam,wvi_Kane Williamson,wvi_Keshav Maharaj,wvi_Khushdil Shah,wvi_Kuldeep Yadav,wvi_Kyle Jamieson,wvi_Liam Livingstone,wvi_Lungi Ngidi,wvi_MR Hossain,wvi_Marco Jansen,wvi_Mark Chapman,wvi_Mark Wood,wvi_Marnus Labuschagne,wvi_Matt Henry,wvi_Matthew Short,wvi_Mehidy Hasan Miraz,wvi_Michael Bracewell,wvi_Mitchell Santner,wvi_Mohammad Hasnain,wvi_Mohammad Mahmudullah,wvi_Mohammad Nabi,wvi_Mohammed Shami,wvi_Mushfiqur Rahim,wvi_Mustafizur Rahman,wvi_Nahid Rana,wvi_Najmul Hossain Shanto,wvi_Nangeyalia Kharote,wvi_Naseem Shah,wvi_Nasum Ahmed,wvi_Nathan Ellis,wvi_Nathan Smith,wvi_Naveed Zadran,wvi_Noor Ahmad,wvi_Rachin Ravindra,wvi_Rahmanullah Gurbaz,wvi_Rahmat Shah,wvi_Rashid Khan,wvi_Rassie van der Dussen,wvi_Ravindra Jadeja,wvi_Saqib Mahmood,wvi_Sean Abbott,wvi_Shaheen Shah Afridi,wvi_Shreyas Iyer,wvi_Soumya Sarkar,wvi_Spencer Johnson,wvi_Steven Smith,wvi_Tabraiz Shamsi,wvi_Tanveer Sangha,wvi_Tanzim Sakib,wvi_Taskin Ahmed,wvi_Tawhid Hridoy,wvi_Temba Bavuma,wvi_Travis Head,wvi_Varun Chakravarthy,wvi_Virat Kohli,wvi_Washington Sundar,wvi_Wiaan Mulder,wvi_William O'Rourke
36,Jamie Overton,9.0,85.24,12.5,65.65,ALL,ENG,0.85,4.21,1.0,8.85,0.4,medium pacers,3.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,0.5,1.0,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,1.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,1.0,,,,
37,Jamie Smith,22.14,103.48,7.5,83.65,WK,ENG,0.0,0.0,0.0,0.0,0.6,,8.0,0.6111111111111112,,1.2692307692307692,,,,,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,1.4666666666666666,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,0.0,,,,,0.0,0.0,,1.0,,,,,,,,0.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,0.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,0.5,,,,
38,Joe Root,29.45,57.77,62.25,90.53,ALL,ENG,0.04,2.41,0.25,5.65,0.4,spinners,175.0,,,0.8888888888888888,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,1.0526315789473684,,1.0,0.9411764705882352,0.0,0.9117647058823528,,1.0510204081632653,0.0,,,,,,,,0.7916666666666666,,,0.6944444444444444,,0.926829268292683,0.0,,0.8461538461538461,,0.0,,,0.0,0.4,0.9655172413793104,0.0,,0.8970588235294118,1.0740740740740742,0.0,1.1458333333333333,0.0,,0.9,,,,,0.0,0.8421052631578947,,,1.1851851851851851,0.9782608695652174,,0.0,0.8870967741935484,,0.84,,,1.0,,0.0,0.0,,1.1142857142857143,,0.0,0.7222222222222222,,,0.0,,,,0.0,,,,0.4,,0.0,0.0,,,1.0,,0.0,,,,1.0,0.0,0.0,,0.0,0.0,1.0,0.3333333333333333,,0.0,0.0,,,,,,,,0.3333333333333333,,,0.0,,0.4,0.0,,0.0,,0.5,,,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.5,,0.0,,,,,0.0,0.0,,,0.0,0.6666666666666666,,0.0,0.0,,0.0,,,0.2,,0.0,0.0,,0.3333333333333333,,0.0,0.0,,,0.0,,,,1.0,
39,Jofra Archer,,,9.5,266.67,BOWL,END,,,1.75,6.28,0.0,fast pacers,29.0,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,1.3125,,,0.0,,0.0,0.3333333333333333,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,0.5,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.5,,,1.0,
40,Jos Buttler,34.81,119.55,22.0,78.87,WK,ENG,0.0,0.0,0.0,0.0,0.9,,200.0,,,1.0961538461538465,,,1.121212121212121,1.4193548387096775,1.3125,0.0,,0.0,,,,0.9565217391304348,,1.125,,0.0,1.3888888888888888,1.1666666666666667,,,1.112,1.3333333333333333,,,,,,,,1.1538461538461535,,,0.8602150537634409,,0.8571428571428571,0.7818181818181819,,1.0705882352941176,,0.6410256410256411,,,,1.0909090909090908,,1.326086956521739,,1.011764705882353,0.0,,1.105263157894737,1.3220338983050848,,1.2702702702702702,,,,2.2,1.0,0.0,,,0.4210526315789473,1.28125,,,0.0,,1.0,,0.0,1.697674418604651,,,,,1.5925925925925926,,,1.3541666666666667,,,0.0,1.0,,1.565217391304348,0.0,,,,0.375,,,0.0,0.0,0.3333333333333333,0.5,,0.0,,,,0.3333333333333333,,0.0,,1.0,0.25,0.25,,,0.1764705882352941,0.75,,,,,,,,0.0769230769230769,,,0.2222222222222222,,1.0,0.0,,0.3846153846153846,,0.25,,,,0.1666666666666666,,0.2,,0.1818181818181818,0.0,,0.0,0.4444444444444444,,0.0,,,,0.0,0.5,1.0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,,,,0.4285714285714285,,,0.25,,,0.0,0.75,,0.0,0.0,
41,Josh Inglis,23.53,106.25,45.0,106.29,WK,AUS,0.0,0.0,0.0,0.0,0.7,,28.0,,,,1.2,,1.4166666666666667,0.0,0.0,0.0,,,1.4,,,,,,,,,,,,0.0,1.35,,,,,,0.0,1.5416666666666667,0.8421052631578947,,,1.15,0.0,0.0,0.0,1.375,,,0.0,,1.4375,,0.0,,,,0.8571428571428571,1.0,,,0.0,,,,,,0.8387096774193549,,,,,0.0,0.0,,,,,1.0434782608695652,,,0.7931034482758621,,,,,0.7222222222222222,,,,,,,,,,,,,,,0.2,,0.0,0.0,0.5,1.0,,,0.25,,,,,,,,,,,,0.0,0.5,,,,,,0.0,0.0,0.75,,,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,,0.0,,,,0.25,0.0,,,0.6666666666666666,,,,,,0.3333333333333333,,,,,0.0,0.0,,,,,0.0,,,0.25,,,,,0.0,,,,,,,,,,,
42,KL Rahul,33.64,90.46,36.5,107.0,WK,IND,0.0,0.0,0.0,0.0,0.8,,82.0,,,0.986725663716814,1.0795454545454546,,0.8913043478260869,,,0.0,,,,,,,,0.95,0.0,0.0,0.8539325842696629,,1.105263157894737,,,0.7777777777777778,,,,,,0.0,0.0,0.5384615384615384,,,0.926829268292683,,,1.0,0.8235294117647058,0.7333333333333333,,0.0,,1.0,,0.0,0.7333333333333333,0.8888888888888888,0.0,1.0467289719626167,0.0,0.0,1.108108108108108,,,0.8591549295774648,,,,1.0454545454545454,0.65,0.0,,,,0.96,,,1.0,,,,0.9193548387096774,1.0,,0.7894736842105263,0.0,,1.2173913043478262,0.0,0.1764705882352941,0.0,,,0.0,,,,0.9130434782608696,0.0,,,0.3,0.0,,0.25,,,0.0,,,,,,,,0.0,1.0,0.0,0.3,,0.3333333333333333,,,0.0,,,,,,0.0,0.3333333333333333,0.2,,,0.2,,,0.0,0.5,0.5,,0.5,,0.4,,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.25,,,0.0,,,,0.5,0.0,0.0,,,,0.0,,,0.3333333333333333,,,,0.0,0.25,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,0.5,0.0
43,Kagiso Rabada,7.2,93.2,11.25,90.94,BOWL,SA,1.24,7.01,2.25,5.71,0.5,fast pacers,104.0,0.0,0.0,0.5652173913043478,0.0,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,0.1935483870967742,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.2857142857142857,0.0,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,0.5,,,,,,,,,1.0,,1.0,,0.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,1.0,,0.0,0.0,,,,,,,,0.5,,,,,,,,
44,Kamran Ghulam,41.67,62.02,21.25,70.42,ALL,PAK,0.14,0.5,0.0,1.12,0.4,spinners,10.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
45,Kane Williamson,38.14,92.02,47.25,87.75,BAT,NZ,0.0,0.0,0.0,0.0,0.6,0,170.0,,0.68,0.6875,0.8725490196078431,0.8913043478260869,1.2173913043478262,1.0769230769230769,0.8348623853211009,,,,,,,,0.0,0.8555555555555555,,0.0,1.0625,,1.0769230769230769,,0.9635036496350364,1.1743119266055049,,,,,,0.0,0.2222222222222222,0.7,,,1.051282051282051,0.0,0.93,,0.0,0.5263157894736842,,0.4117647058823529,,0.9557522123893806,,,,0.7534246575342466,,,,0.9411764705882352,0.55,0.6890756302521008,,0.6944444444444444,0.0,,,0.92,,,,,,,,0.0,0.0,,0.9083333333333332,,0.2692307692307692,0.703125,,1.625,,0.0,1.5333333333333334,,,0.6813186813186813,,,0.9090909090909092,0.5151515151515151,,0.9696969696969696,1.2,,,0.0,0.3846153846153846,0.0,0.0,0.0,0.0,0.2857142857142857,,,,,,,,0.0,0.2727272727272727,,0.0,0.5,,0.0,,0.0588235294117647,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.25,,0.0,0.0,,0.0,,0.25,,,,0.2,,,,0.25,0.0,0.3333333333333333,,0.1111111111111111,1.0,,,0.1428571428571428,,,,,,,,0.0,0.5,,0.1111111111111111,,0.0,0.375,,0.0,,0.0,1.0,,,0.2857142857142857,,,0.0,0.0,,0.0,1.0,
46,Keshav Maharaj,,,,,,,,,2.0,5.62,0.0,spinners,46.0,,,0.0,0.0,,,0.0,0.5238095238095238,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,0.0,,,,0.6190476190476191,,,,,,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.5,1.0,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,1.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,,0.5,,,,0.0,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,1.0,,0.5,0.5,,,,,,,,0.0,,,,,,0.0,,
47,Khushdil Shah,16.52,92.8,32.25,90.11,ALL,PAK,0.18,1.68,0.5,5.17,0.3,spinners,20.0,,,0.0,1.1111111111111112,,,0.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,0.9130434782608696,0.0,0.0,0.0,,,,0.0,,,,,,1.181818181818182,0.0,,,0.0,,,,,,0.0,1.75,,,0.0,,,0.0,,,0.0,,,0.0,,,,,2.0,,,0.3333333333333333,1.0,,,0.0,,,,,,,,,,,,1.0,,0.0,,,0.5,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,0.5,1.0,0.0,,,,0.0,,,,,,0.3333333333333333,0.0,,,0.0,,,,,,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,0.5
48,Kuldeep Yadav,4.55,44.17,3.75,61.48,BOWL,IND,1.5,5.21,1.25,5.03,0.2,spinners,110.0,,,0.6875,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,,,,,,,0.0,,0.7377049180327869,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,,,0.0,,,1.0,,,,,0.5,,,,0.0,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,1.0,,0.0,,,,,,,0.0,,0.0,,0.5,0.0,,,,,,,,,,,,,,,,
49,Kyle Jamieson,11.6,139.44,14.5,108.94,BOWL,NZ,0.94,6.68,1.0,5.48,0.0,,14.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.7333333333333333,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,1.0,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
50,Liam Livingstone,23.75,117.77,10.5,76.62,ALL,ENG,0.59,6.19,0.75,6.75,0.4,spinners,37.0,0.0,,1.037037037037037,,,,,0.7058823529411765,0.0,,0.0,,0.0,,0.5454545454545454,,,0.0,0.0,0.0,0.0,0.0,,1.137931034482759,,,,,,,,,0.0,,,0.5384615384615384,0.896551724137931,0.5714285714285714,0.0,,0.0,,0.0,,,1.9047619047619049,1.3225806451612905,1.368421052631579,,,0.6785714285714286,0.0,,0.0,0.1875,,,,,,,,0.0,,,0.0,0.9696969696969696,,,0.0,,0.6666666666666666,,1.3333333333333333,0.0,,,,,0.76,,0.0,0.0,,,0.0,0.0,,,0.0,,0.5,,0.25,,,,,0.2,0.0,,1.0,,0.0,,0.0,,,0.0,0.0,0.0,0.3333333333333333,1.0,,0.6666666666666666,,,,,,,,,0.25,,,0.25,0.5,0.3333333333333333,0.5,,1.0,,0.0,,,0.0,0.3333333333333333,0.5,,,0.0,0.0,,0.0,0.25,,,,,,,,0.0,,,0.0,0.0,,,0.5,,0.0,,0.0,0.0,,,,,0.1666666666666666,,0.0,1.0,,,0.0,0.5,,,0.0,
51,Lungi Ngidi,3.39,66.29,8.25,90.12,BOWL,SA,1.22,7.22,1.75,6.78,0.2,fast pacers,65.0,0.0,,0.7777777777777778,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,,0.0,1.0,,,,1.0,,,,,,,,,,,0.0,0.0,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,1.0,,,0.0,,,,,,,0.5,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,
52,Marco Jansen,18.69,107.66,8.0,52.76,ALL,SA,1.31,7.16,1.5,5.98,0.5,fast pacers,27.0,0.0,0.0,0.9523809523809524,1.4761904761904765,,,0.0,0.0,0.0,,,,,,,,,,,,0.0,,1.4375,0.0,0.0,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,0.0,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,1.0,0.3333333333333333,0.3333333333333333,,,1.0,0.0,1.0,,,,,,,,,,,,1.0,,0.0,0.0,0.5,,,,,,,0.5,,0.0,,,,1.0,,,,0.0,,,0.0,0.0,,,1.0,,,0.0,,,0.0,,0.0,,,,0.0,,0.3333333333333333,,,,0.0,,,,,0.0,,0.0,0.3333333333333333,,,0.0,,,0.5,,0.0,,,1.0,0.3333333333333333,,0.0,,
53,Mark Chapman,23.47,103.65,45.25,119.94,BAT,NZ,0.01,0.23,0.0,0.0,0.3,spinners,29.0,,1.2352941176470589,0.0,0.9655172413793104,1.7777777777777777,,0.0,1.1,0.0,,,0.0,,,,,2.05,,,,,0.0,,0.0,1.267605633802817,,,,,,,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,,,0.0,,,0.0,,,,1.807692307692308,,0.0,,,,,,,0.0,,,,,1.542857142857143,,0.0,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.5,0.0,0.1428571428571428,0.0,,0.5,0.4,0.0,,,0.0,,,,,0.0,,,,,1.0,,0.0,0.4,,,,,,,,0.0,,,,,0.3333333333333333,,0.5,1.0,1.0,0.0,,1.0,,,0.0,0.0,,,,,0.3333333333333333,,,0.0,,,,0.2857142857142857,,0.0,,,,,,,0.5,,,,,0.0769230769230769,,0.0,0.0,,1.0,,0.0,,,,,,,0.5,,
54,Mark Wood,,,,,,,,,1.25,7.18,0.0,fast pacers,69.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,0.0,1.0,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,
55,Marnus Labuschagne,31.73,76.39,24.25,73.77,BAT,AUS,0.13,1.47,0.5,2.05,0.7,spinners,61.0,0.0,,,0.7614678899082569,,1.6363636363636365,,,0.0,,,1.52,,,0.0,,,,,,0.0,,,0.7777777777777778,0.8627450980392157,,0.0,,,,0.0,0.65625,0.7872340425531915,,,0.7163120567375887,1.0833333333333333,0.9252336448598132,,1.3157894736842106,0.847457627118644,,0.5434782608695652,,0.7804878048780488,,0.0,,,,0.8064516129032258,,,,0.7142857142857143,,,,,,,,,,,,0.0,,,,,0.6706586826347305,,,0.5384615384615384,,,,,0.974025974025974,,,,,,,,,0.0,,,0.0,,,0.4285714285714285,,0.0,,,0.0,,,0.25,,,0.0,,,,,,0.0,,,0.0,0.5714285714285714,,0.0,,,,0.0,0.0,0.0,,,0.2857142857142857,1.0,0.2857142857142857,,0.0,0.1666666666666666,,0.4,,0.25,,0.0,,,,0.3333333333333333,,,,0.0,,,,,,,,,,,,0.0,,,,,0.3333333333333333,,,0.0,,,,,0.6,,,,,,,,,0.0,,
56,Matt Henry,2.56,62.88,6.75,88.48,BOWL,NZ,1.66,5.69,2,5.28,0.3,fast pacers,89.0,,,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.3333333333333333,0.0,,,,0.0,,,,,,,,,,,1.0,0.0,,,,0.0,0.0,,,,,,,1.0,,,,0.0,,0.0,,,,,,,1.0,,,,,,,,,0.0,0.5,,0.0,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,,,,,,1.0,,,,
57,Matthew Short,22.18,125.31,21.25,63.45,ALL,AUS,0.32,4.4,0.25,5.14,0.7,,14.0,,,,0.5416666666666666,,0.0,0.0,0.0,0.0,,,1.1,,,,,,,0.0,,,,,,0.0,,,,0.8518518518518519,,,1.2,,,,,,,,0.0,0.0,,0.0,,1.125,,,,,,,0.0,,,0.0,,,,,,1.411764705882353,,,,,,,,,,,,0.0,0.0,1.2564102564102564,,,0.0,,0.0,,,,,,,,,,,0.4705882352941176,,,,0.25,,0.5,0.0,0.0,1.0,,,0.0,,,,,,,0.0,,,,,,0.6666666666666666,,,,0.0,,,0.3333333333333333,,,,,,,,1.0,0.0,,0.0,,0.0,,,,,,,0.0,,,0.5,,,,,,0.0,,,,,,,,,,,,0.0,1.0,0.5,,,1.0,,1.0,,,,,,,,,,,1.0
58,Mehidy Hasan Miraz,23.92,81.12,18.25,93.23,ALL,BAN,1.0,5.37,0.0,4.25,0.5,spinners,105.0,,,0.8823529411764706,1.0588235294117647,,0.0,0.0,1.0909090909090908,0.8620689655172413,,,,,,0.0,,,0.0,0.7272727272727273,,,0.7931034482758621,1.0526315789473684,0.0,0.0,,,,0.0,,,0.0,1.1,,,0.8108108108108109,,0.6216216216216216,0.0,0.0,0.0,,0.0,,0.0,,0.6410256410256411,,,0.0,0.84375,,,0.6423841059602649,0.3181818181818182,,,,,0.4561403508771929,0.0,,,,,,0.0,,0.0,0.6158536585365854,,0.24,0.0,0.0,0.0,,,,,0.0,,,,,0.0,,0.0,,0.896551724137931,0.0,0.5555555555555556,,,0.0,0.25,,0.0,0.0,0.5,0.3333333333333333,,,,,,0.0,,,0.0,0.1428571428571428,,,0.0,0.0,0.0,0.0,,,,0.0,,,1.0,0.2,,,0.3333333333333333,,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.5,,,0.0,0.0,,,,,0.0,1.0,,,,,,0.0,,1.0,0.0909090909090909,,0.0,0.0,1.0,0.0,,,,,0.5,,,,,0.0,,0.0,,0.0,0.0,0.3333333333333333
59,Michael Bracewell,20.71,89.43,7.25,71.15,ALL,NZ,1.02,5.78,1.5,4.48,0.5,spinners,28.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,1.2121212121212122,0.95,,,,,,,,0.0,,,0.0,0.0,1.0454545454545454,,,0.0,0.0,0.0,,,,,,,,,,,,2.0416666666666665,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,,0.0,,1.761904761904762,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.5,,,,0.2,0.2,,,,,,,,0.0,,,1.0,0.0,0.25,,,1.0,0.0,0.0,,,,,,,,,,,,0.5,,,0.0,,,0.5,,,,,,,,,1.0,,0.0,,,0.5,,,,,0.0,,,0.0,,,,1.0,,0.0,,
60,Mitchell Santner,13.63,103.4,10.0,115.91,ALL,NZ,1.07,5.9,1.75,4.85,0.4,spinners,115.0,,,1.0,1.0212765957446808,0.0,,0.0,0.8095238095238095,0.0,,,0.0,,,,,0.0,,,0.3888888888888889,,,,0.9482758620689656,1.0909090909090908,,,,,,0.0,0.0,0.5263157894736842,,,0.0,,1.0307692307692309,,0.0,0.0,0.0,0.0,,0.3125,,,,,,,0.0,,0.0,0.6129032258064516,,1.56,,0.0,,0.0,,0.0,,,,,,,0.0,,0.5294117647058824,0.0,0.0,1.3333333333333333,,,,,0.0,,0.0,0.0,,,0.0,0.0,,1.2272727272727273,,,,,0.3333333333333333,0.375,0.0,,0.0,0.25,0.0,,,0.0,,,,,0.0,,,0.3333333333333333,,,,0.3,0.1428571428571428,,,,,,0.0,0.0,0.25,,,1.0,,0.0,,0.0,0.0,0.0,0.0,,0.3333333333333333,,,,,,,0.0,,1.0,0.2857142857142857,,0.125,,0.0,,0.3333333333333333,,1.0,,,,,,,0.0,,0.3333333333333333,0.0,1.0,0.0,,,,,0.0,,0.0,0.0,,,0.0,1.0,,0.0,,
